time,xy
2019/3/1 11:29,"[9,5,1],[10,5,1],[9,13,1],[10,13,1],[2,14,1],[3,14,1],[4,14,1],[5,14,1],[6,14,1],[7,14,1],[8,14,1],[9,14,1],[10,14,1],[11,14,1],"
2019/3/1 11:30,"[9,6,1],[9,7,1],[9,8,1],[9,9,1],[9,10,1],[8,11,1],[8,12,1],[7,13,1],[1,14,1],[2,14,1],[3,14,1],[5,14,1],[6,14,1],[10,14,1],[11,14,1],"
2019/3/1 11:31,"[4,14,1],[5,14,1],[6,14,1],[7,14,1],[8,14,1],[9,14,1],[10,14,2],[11,14,3],[2,15,1],[3,15,1],[4,15,1],"
2019/3/1 11:32,"[9,4,1],[10,4,1],[9,5,1],[9,8,1],[9,9,1],[9,10,1],[9,11,1],[9,12,1],[10,12,1],[3,13,1],[4,13,1],[10,13,1],[5,14,2],[6,14,2],[7,14,2],[8,14,2],[9,14,2],[10,14,2],[11,14,1],[4,15,1],"
2019/3/1 11:33,"[9,5,1],[10,5,1],[11,5,1],[8,6,1],[9,6,1],[8,7,1],[9,7,2],[10,7,1],[9,8,2],[9,9,2],[9,10,2],[8,11,1],[9,11,1],[8,12,1],[9,12,1],[8,13,1],[9,13,1],[10,13,1],[10,14,1],[11,14,1],"
2019/3/1 11:34,"[10,5,1],[11,6,1],[10,13,2],[10,14,2],[11,14,3],"
2019/3/1 11:35,"[9,5,1],[9,6,1],[10,6,1],[9,7,2],[10,7,1],[9,8,3],[9,9,3],[9,10,3],[9,11,4],[9,12,3],[10,12,2],[9,13,2],[9,14,2],[10,14,2],[11,14,1],"
2019/3/1 11:36,"[9,4,1],[10,4,1],[11,4,1],[9,5,1],[9,6,1],[9,7,3],[10,7,2],[9,8,2],[9,9,2],[9,10,2],[10,13,1],[10,14,1],[11,14,1],"
2019/3/1 11:37,"[9,11,1],[9,12,1],[9,13,2],[5,14,1],[6,14,1],[7,14,1],[8,14,1],[10,14,2],[11,14,2],[4,15,1],"
2019/3/1 11:38,"[11,14,1],"
2019/3/1 11:39,"[9,4,1],[10,4,1],[9,5,1],[11,6,2],[9,7,1],[9,8,1],[9,9,1],[9,10,1],[9,11,1],[9,12,1],[10,12,1],[10,13,1],[10,14,1],"
2019/3/1 11:40,"[9,6,1],[10,6,2],[11,6,2],[9,7,1],[10,7,2],[11,7,1],[9,8,1],[8,9,1],[9,9,1],[1,10,1],[2,10,1],[3,10,1],[8,10,1],[8,11,1],[9,11,1],[8,12,1],[9,12,3],[7,13,1],[9,13,1],[10,13,2],[10,14,4],[11,14,7],"
2019/3/1 11:41,"[10,6,1],[11,6,1],[9,7,6],[10,7,5],[11,7,1],[9,8,7],[6,9,1],[7,9,1],[8,9,1],[9,9,9],[4,10,1],[5,10,1],[6,10,1],[8,10,1],[9,10,10],[8,11,2],[9,11,10],[8,12,1],[9,12,9],[10,12,1],[2,13,1],[3,13,1],[9,13,15],[10,13,4],[4,14,1],[5,14,1],[6,14,1],[10,14,19],[11,14,22],"
2019/3/1 11:42,"[9,4,1],[10,4,1],[11,4,1],[9,5,1],[9,6,1],[10,6,4],[11,6,2],[9,7,20],[10,7,14],[11,7,3],[8,8,4],[9,8,20],[8,9,2],[9,9,19],[8,10,1],[9,10,21],[8,11,1],[9,11,20],[8,12,1],[9,12,14],[10,12,6],[9,13,6],[10,13,9],[9,14,1],[10,14,12],[11,14,6],"
2019/3/1 11:43,"[9,5,1],[10,5,1],[9,6,1],[10,6,5],[11,6,6],[9,7,10],[10,7,15],[11,7,3],[8,8,1],[9,8,6],[9,9,6],[9,10,4],[9,11,3],[9,12,3],[9,13,1],[10,13,1],[1,14,1],[2,14,1],[3,14,1],[4,14,1],[5,14,1],[6,14,1],[7,14,1],[10,14,2],[11,14,4],"
2019/3/1 11:44,"[10,6,1],[8,7,1],[9,7,3],[10,7,3],[9,8,3],[9,9,2],[9,10,2],[9,11,2],[9,12,2],[9,13,1],[10,13,1],[8,14,1],[9,14,1],[10,14,3],[11,14,2],"
2019/3/1 11:45,"[9,5,1],[9,6,1],[11,6,1],[8,7,1],[9,7,1],[10,7,1],[8,8,1],[8,9,2],[7,10,1],[8,10,1],[6,11,1],[9,11,2],[6,12,1],[9,12,2],[9,13,1],[10,13,2],[5,14,1],[6,14,1],[7,14,1],[8,14,2],[9,14,2],[10,14,4],[11,14,4],"
2019/3/1 11:46,"[9,4,1],[10,4,1],[11,4,1],[9,5,1],[9,6,1],[10,6,1],[11,6,1],[9,7,4],[10,7,3],[8,8,1],[9,8,3],[9,9,3],[9,10,3],[9,11,3],[9,12,2],[10,12,1],[6,13,1],[9,13,1],[10,13,2],[3,14,2],[4,14,3],[5,14,2],[6,14,2],[7,14,1],[9,14,1],[10,14,3],[11,14,2],[2,15,1],"
2019/3/1 11:47,"[9,4,1],[10,4,1],[9,5,1],[9,6,1],[11,6,1],[9,7,2],[10,7,1],[11,7,1],[9,8,2],[9,9,1],[9,10,1],[5,14,1],[6,14,1],[7,14,1],[8,14,1],[9,14,1],[10,14,1],[11,14,1],"
2019/3/1 11:48,"[9,9,1],[9,10,1],[9,11,1],[9,12,1],[9,13,1],[10,13,1],[10,14,1],[11,14,1],"
2019/3/1 11:49,"[9,4,1],[10,4,1],[9,5,1],[8,6,1],[7,7,1],[8,7,1],[6,8,1],[6,9,1],[9,9,1],[9,10,1],[9,11,1],[6,12,1],[10,12,1],[6,13,1],[10,13,1],[3,14,1],[4,14,1],[5,14,1],[6,14,1],[10,14,1],[11,14,1],"
2019/3/1 11:50,"[8,5,1],[9,5,2],[10,5,2],[7,6,1],[9,6,1],[7,7,1],[9,7,1],[6,8,1],[9,8,1],[6,9,1],[6,10,2],[6,11,2],[6,12,1],[5,13,1],[6,13,1],[2,14,1],[5,14,1],[6,14,1],"
2019/3/1 11:51,"[9,5,1],[9,6,1],[9,7,1],[9,8,1],[9,9,1],[8,10,1],[6,11,1],[7,11,1],[8,11,1],[6,12,1],[7,12,1],[6,13,2],[2,14,1],[3,14,2],[4,14,2],[5,14,2],[6,14,2],"
2019/3/1 11:52,"[9,4,1],[10,4,1],[11,4,1],[9,5,1],[8,6,1],[9,6,1],[9,7,2],[8,8,1],[9,8,1],[8,9,1],[9,9,1],[7,10,1],[8,10,2],[7,11,1],[6,12,1],[7,12,1],[6,13,1],[5,14,1],[6,14,1],[9,14,1],[10,14,1],[11,14,1],[4,15,1],"
2019/3/1 11:53,"[9,5,2],[10,5,2],[11,5,1],[9,6,1],[3,13,1],[4,13,1],[5,13,1],[9,13,1],[3,14,4],[4,14,6],[5,14,11],[6,14,12],[7,14,9],[8,14,7],[9,14,3],[10,14,1],[11,14,2],[5,15,1],"
2019/3/1 11:54,"[9,4,1],[10,4,1],[9,5,1],[9,6,1],[9,7,2],[8,8,1],[9,8,1],[9,9,2],[9,10,2],[9,11,2],[7,12,1],[9,12,2],[8,13,3],[9,13,5],[4,14,1],[5,14,1],[6,14,1],[7,14,5],[8,14,5],[9,14,6],[10,14,14],[11,14,13],"
2019/3/1 11:55,"[9,5,1],[9,6,1],[9,7,1],[9,8,1],[9,9,1],[9,10,1],[1,11,1],[9,11,1],[10,12,1],[10,13,1],[11,13,1],[3,14,1],[5,14,1],[6,14,1],[7,14,1],[8,14,1],[9,14,1],[10,14,2],[11,14,2],"
2019/3/1 11:56,"[8,9,1],[9,9,1],[8,10,1],[8,11,1],[9,11,1],[8,12,1],[9,12,2],[10,12,1],[9,13,3],[10,13,1],[9,14,1],[10,14,6],[11,14,7],"
2019/3/1 11:57,"[9,4,3],[10,4,3],[11,4,1],[9,5,5],[10,5,1],[11,5,1],[8,6,1],[9,6,4],[8,7,1],[9,7,5],[9,8,6],[9,9,5],[9,10,5],[9,11,4],[8,12,1],[9,12,2],[10,12,1],[8,13,1],[9,13,1],[10,13,3],[6,14,1],[7,14,1],[8,14,1],[9,14,2],[10,14,5],[11,14,5],"
2019/3/1 11:58,"[10,1,1],[11,1,1],[9,2,1],[9,3,1],[9,4,1],[10,4,1],[11,4,1],[9,5,2],[10,5,2],[11,5,1],[8,6,1],[9,6,2],[9,7,3],[9,8,3],[9,9,3],[9,10,3],[8,11,1],[9,11,2],[8,12,1],[9,12,4],[10,12,1],[9,13,6],[3,14,1],[4,14,1],[5,14,1],[6,14,1],[7,14,1],[8,14,1],[9,14,1],[10,14,7],[11,14,6],"
2019/3/1 11:59,"[6,4,1],[9,4,5],[10,4,2],[11,4,1],[7,5,1],[8,5,1],[9,5,8],[10,5,4],[11,5,1],[7,6,1],[9,6,7],[6,7,1],[8,7,1],[9,7,5],[6,8,1],[7,8,1],[9,8,5],[7,9,2],[9,9,4],[8,10,1],[9,10,5],[8,11,1],[9,11,6],[9,12,4],[10,12,1],[9,13,4],[10,13,1],[5,14,1],[9,14,1],[10,14,4],[11,14,5],[4,15,1],"
2019/3/1 12:00,"[6,3,1],[6,4,1],[7,4,2],[8,4,2],[9,4,4],[10,4,4],[11,4,1],[5,5,3],[6,5,4],[9,5,9],[10,5,4],[11,5,2],[4,6,2],[6,6,2],[8,6,1],[9,6,6],[2,7,1],[3,7,2],[5,7,7],[6,7,5],[7,7,2],[8,7,3],[9,7,5],[3,8,2],[4,8,6],[5,8,21],[6,8,39],[7,8,2],[9,8,6],[3,9,1],[4,9,1],[6,9,54],[7,9,2],[8,9,1],[9,9,7],[2,10,8],[3,10,44],[4,10,82],[5,10,83],[6,10,86],[7,10,1],[8,10,1],[9,10,7],[3,11,6],[4,11,11],[5,11,15],[6,11,20],[7,11,1],[9,11,7],[6,12,2],[9,12,6],[6,13,2],[9,13,3],[10,13,1],[3,14,1],[4,14,4],[5,14,3],[6,14,2],[9,14,1],[10,14,4],[11,14,4],"
2019/3/1 12:01,"[10,1,1],[11,1,2],[2,2,2],[3,2,1],[4,2,1],[5,2,2],[6,2,3],[9,2,1],[2,3,3],[3,3,3],[4,3,4],[5,3,1],[6,3,1],[7,3,2],[8,3,1],[2,4,5],[3,4,1],[4,4,9],[5,4,5],[6,4,1],[7,4,1],[8,4,1],[9,4,4],[10,4,4],[11,4,2],[2,5,5],[3,5,11],[4,5,5],[5,5,12],[6,5,14],[8,5,1],[9,5,3],[10,5,1],[2,6,4],[3,6,5],[4,6,16],[5,6,6],[6,6,11],[7,6,3],[9,6,2],[3,7,6],[4,7,9],[5,7,25],[6,7,13],[7,7,1],[9,7,2],[3,8,6],[4,8,19],[5,8,68],[6,8,91],[7,8,2],[9,8,2],[2,9,3],[3,9,4],[4,9,8],[5,9,5],[6,9,95],[7,9,9],[9,9,2],[3,10,1],[4,10,9],[5,10,45],[6,10,87],[8,10,2],[9,10,1],[5,11,1],[6,11,5],[8,11,1],[9,11,4],[6,12,2],[8,12,2],[9,12,5],[10,12,4],[6,13,2],[9,13,6],[10,13,9],[5,14,1],[6,14,2],[9,14,2],[10,14,20],[11,14,28],"
2019/3/1 12:02,"[10,1,4],[11,1,5],[3,2,1],[4,2,7],[5,2,7],[6,2,6],[9,2,4],[2,3,1],[3,3,2],[4,3,8],[5,3,7],[6,3,3],[7,3,3],[8,3,4],[2,4,2],[3,4,4],[4,4,14],[5,4,9],[6,4,3],[7,4,3],[8,4,1],[9,4,1],[3,5,7],[4,5,9],[5,5,27],[6,5,23],[8,5,2],[9,5,4],[10,5,3],[11,5,1],[2,6,5],[3,6,4],[4,6,17],[5,6,11],[6,6,25],[7,6,3],[8,6,1],[9,6,2],[2,7,4],[3,7,11],[4,7,8],[5,7,28],[6,7,16],[7,7,8],[8,7,1],[9,7,1],[2,8,4],[3,8,10],[4,8,31],[5,8,64],[6,8,54],[7,8,6],[8,8,4],[9,8,1],[2,9,5],[3,9,6],[4,9,10],[6,9,23],[7,9,12],[8,9,5],[9,9,3],[6,10,4],[7,10,12],[8,10,16],[9,10,3],[6,11,1],[7,11,5],[8,11,18],[9,11,12],[7,12,3],[8,12,6],[9,12,19],[10,12,5],[11,12,1],[8,13,1],[9,13,19],[10,13,10],[11,13,2],[8,14,1],[9,14,3],[10,14,30],[11,14,29],"
2019/3/1 12:03,"[10,1,3],[11,1,1],[2,2,3],[3,2,1],[4,2,6],[5,2,4],[6,2,1],[9,2,3],[10,2,1],[2,3,4],[3,3,5],[4,3,4],[5,3,3],[7,3,1],[8,3,3],[9,3,1],[2,4,4],[3,4,8],[4,4,11],[5,4,7],[6,4,2],[7,4,4],[9,4,3],[10,4,1],[2,5,2],[3,5,8],[4,5,14],[5,5,25],[6,5,20],[8,5,2],[9,5,5],[10,5,1],[2,6,5],[3,6,6],[4,6,14],[5,6,4],[6,6,7],[7,6,4],[8,6,3],[9,6,2],[2,7,3],[3,7,6],[4,7,3],[5,7,9],[6,7,6],[7,7,2],[8,7,2],[9,7,4],[2,8,2],[3,8,3],[4,8,11],[5,8,22],[6,8,25],[7,8,3],[8,8,2],[9,8,6],[2,9,1],[3,9,3],[4,9,2],[5,9,1],[6,9,10],[7,9,13],[8,9,6],[9,9,7],[6,10,4],[7,10,7],[8,10,15],[9,10,10],[6,11,2],[7,11,4],[8,11,9],[9,11,17],[6,12,1],[7,12,3],[8,12,3],[9,12,17],[10,12,10],[7,13,1],[8,13,2],[9,13,15],[10,13,14],[8,14,1],[9,14,2],[10,14,34],[11,14,37],"
2019/3/1 12:04,"[11,1,3],[2,2,1],[3,2,2],[4,2,1],[5,2,1],[6,2,1],[2,3,1],[3,3,3],[4,3,2],[5,3,3],[7,3,1],[2,4,4],[3,4,4],[4,4,4],[5,4,7],[7,4,2],[8,4,3],[9,4,3],[10,4,2],[11,4,2],[2,5,3],[3,5,3],[4,5,5],[5,5,10],[6,5,10],[9,5,6],[10,5,2],[11,5,1],[2,6,3],[3,6,4],[4,6,4],[5,6,3],[6,6,4],[7,6,7],[8,6,2],[9,6,4],[3,7,4],[4,7,2],[5,7,9],[6,7,3],[7,7,4],[8,7,1],[9,7,4],[3,8,1],[4,8,7],[5,8,21],[6,8,24],[7,8,5],[8,8,1],[9,8,3],[2,9,2],[3,9,3],[4,9,2],[6,9,10],[7,9,20],[8,9,6],[9,9,5],[6,10,3],[7,10,8],[8,10,17],[9,10,7],[6,11,1],[7,11,3],[8,11,15],[9,11,21],[7,12,1],[8,12,4],[9,12,16],[10,12,15],[11,12,1],[7,13,1],[8,13,2],[9,13,12],[10,13,20],[11,13,2],[8,14,1],[9,14,2],[10,14,33],[11,14,35],"
2019/3/1 12:05,"[10,1,4],[11,1,2],[2,2,1],[3,2,2],[4,2,1],[5,2,2],[6,2,2],[8,2,1],[9,2,3],[2,3,2],[3,3,1],[4,3,2],[5,3,1],[6,3,1],[7,3,1],[8,3,3],[2,4,1],[3,4,2],[4,4,6],[5,4,2],[6,4,1],[7,4,4],[8,4,3],[9,4,4],[10,4,4],[11,4,2],[2,5,2],[3,5,2],[4,5,7],[5,5,10],[6,5,13],[9,5,2],[10,5,2],[11,5,1],[2,6,2],[3,6,1],[4,6,6],[5,6,2],[6,6,5],[7,6,6],[9,6,1],[3,7,2],[4,7,3],[5,7,10],[6,7,2],[7,7,8],[8,7,2],[9,7,1],[2,8,4],[3,8,6],[4,8,7],[5,8,21],[6,8,23],[7,8,8],[8,8,3],[9,8,3],[3,9,1],[4,9,4],[5,9,2],[6,9,13],[7,9,14],[8,9,8],[9,9,3],[6,10,3],[7,10,11],[8,10,17],[9,10,10],[6,11,1],[7,11,4],[8,11,16],[9,11,20],[6,12,1],[7,12,3],[8,12,9],[9,12,22],[10,12,12],[7,13,2],[8,13,6],[9,13,19],[10,13,19],[11,13,1],[8,14,3],[9,14,4],[10,14,44],[11,14,44],"
2019/3/1 12:06,"[10,1,7],[11,1,7],[2,2,2],[3,2,5],[4,2,1],[5,2,2],[6,2,2],[8,2,1],[9,2,5],[10,2,1],[2,3,1],[3,3,5],[4,3,1],[5,3,2],[7,3,3],[8,3,5],[3,4,4],[4,4,6],[5,4,2],[6,4,3],[7,4,3],[8,4,3],[9,4,3],[10,4,1],[2,5,1],[3,5,4],[4,5,3],[5,5,13],[6,5,14],[7,5,1],[8,5,3],[9,5,2],[10,5,2],[2,6,3],[3,6,2],[4,6,8],[5,6,2],[6,6,4],[7,6,6],[8,6,1],[9,6,2],[2,7,2],[3,7,4],[4,7,4],[5,7,13],[6,7,2],[7,7,4],[8,7,3],[9,7,2],[2,8,1],[3,8,3],[4,8,10],[5,8,32],[6,8,33],[8,8,2],[9,8,4],[2,9,1],[3,9,6],[4,9,5],[5,9,4],[6,9,19],[7,9,24],[8,9,6],[9,9,4],[6,10,9],[7,10,15],[8,10,24],[9,10,5],[6,11,2],[7,11,13],[8,11,19],[9,11,21],[6,12,1],[7,12,3],[8,12,11],[9,12,28],[10,12,11],[8,13,3],[9,13,29],[10,13,21],[9,14,3],[10,14,45],[11,14,36],"
2019/3/1 12:07,"[10,1,2],[11,1,1],[2,2,1],[5,2,4],[6,2,4],[8,2,2],[9,2,3],[10,2,1],[2,3,1],[3,3,5],[4,3,5],[5,3,1],[6,3,5],[7,3,4],[8,3,3],[9,3,1],[2,4,1],[3,4,4],[4,4,5],[5,4,2],[6,4,6],[7,4,8],[8,4,2],[9,4,3],[10,4,2],[2,5,1],[3,5,7],[4,5,6],[5,5,15],[6,5,16],[7,5,2],[8,5,2],[9,5,3],[2,6,6],[3,6,2],[4,6,11],[5,6,4],[6,6,5],[7,6,8],[8,6,3],[2,7,1],[3,7,6],[4,7,6],[5,7,16],[6,7,2],[7,7,10],[8,7,2],[9,7,2],[2,8,3],[3,8,6],[4,8,13],[5,8,40],[6,8,41],[7,8,4],[8,8,6],[9,8,2],[2,9,1],[3,9,2],[4,9,2],[5,9,4],[6,9,18],[7,9,19],[8,9,5],[9,9,4],[6,10,6],[7,10,12],[8,10,12],[9,10,8],[6,11,1],[7,11,9],[8,11,10],[9,11,16],[7,12,1],[8,12,9],[9,12,15],[10,12,11],[9,13,11],[10,13,12],[11,13,1],[9,14,3],[10,14,26],[11,14,29],"
2019/3/1 12:08,"[11,1,1],[2,2,2],[3,2,2],[4,2,3],[5,2,9],[6,2,8],[2,3,4],[3,3,4],[4,3,1],[5,3,2],[6,3,2],[7,3,4],[8,3,1],[9,3,1],[2,4,3],[3,4,3],[4,4,6],[5,4,5],[6,4,3],[7,4,1],[8,4,4],[9,4,4],[10,4,4],[11,4,1],[2,5,3],[3,5,6],[4,5,6],[5,5,13],[6,5,11],[7,5,1],[8,5,1],[9,5,5],[10,5,5],[11,5,1],[2,6,2],[3,6,2],[4,6,10],[5,6,4],[6,6,5],[7,6,5],[8,6,2],[9,6,2],[2,7,2],[3,7,2],[4,7,3],[5,7,12],[6,7,5],[7,7,5],[8,7,1],[2,8,3],[3,8,5],[4,8,11],[5,8,24],[6,8,24],[7,8,1],[8,8,3],[3,9,2],[4,9,1],[5,9,1],[6,9,16],[7,9,17],[8,9,4],[9,9,1],[6,10,7],[7,10,14],[8,10,15],[9,10,5],[3,11,1],[4,11,1],[5,11,1],[6,11,4],[7,11,6],[8,11,16],[9,11,16],[6,12,1],[7,12,3],[8,12,9],[9,12,17],[10,12,6],[3,13,1],[6,13,1],[8,13,4],[9,13,22],[10,13,10],[11,13,1],[4,14,1],[5,14,1],[6,14,1],[8,14,2],[9,14,6],[10,14,35],[11,14,38],"
2019/3/1 12:09,"[10,1,5],[11,1,4],[3,2,1],[4,2,1],[5,2,4],[6,2,4],[9,2,4],[10,2,2],[3,3,3],[4,3,3],[5,3,1],[6,3,1],[7,3,4],[8,3,3],[9,3,2],[2,4,1],[3,4,4],[4,4,5],[5,4,2],[6,4,3],[7,4,2],[8,4,2],[9,4,3],[10,4,3],[11,4,2],[2,5,1],[3,5,5],[4,5,5],[5,5,12],[6,5,14],[8,5,4],[9,5,8],[10,5,5],[11,5,2],[3,6,7],[4,6,9],[5,6,3],[6,6,7],[7,6,5],[8,6,8],[9,6,3],[3,7,2],[4,7,2],[5,7,13],[6,7,4],[7,7,7],[8,7,5],[9,7,1],[3,8,7],[4,8,11],[5,8,32],[6,8,40],[7,8,9],[8,8,4],[9,8,2],[2,9,1],[3,9,1],[4,9,3],[5,9,1],[6,9,24],[7,9,28],[8,9,9],[9,9,4],[5,10,2],[6,10,9],[7,10,21],[8,10,16],[9,10,6],[6,11,4],[7,11,9],[8,11,27],[9,11,13],[6,12,2],[7,12,5],[8,12,9],[9,12,29],[10,12,9],[6,13,1],[7,13,2],[8,13,2],[9,13,21],[10,13,24],[5,14,1],[6,14,1],[9,14,4],[10,14,41],[11,14,40],"
2019/3/1 12:10,"[10,1,2],[11,1,2],[3,2,3],[4,2,1],[5,2,2],[6,2,3],[7,2,1],[8,2,2],[9,2,2],[10,2,1],[2,3,5],[3,3,4],[4,3,3],[5,3,2],[6,3,2],[7,3,2],[8,3,2],[9,3,2],[2,4,1],[3,4,6],[4,4,7],[5,4,3],[6,4,3],[7,4,10],[8,4,7],[9,4,11],[10,4,7],[11,4,2],[2,5,1],[3,5,4],[4,5,4],[5,5,15],[6,5,14],[8,5,2],[9,5,15],[10,5,6],[11,5,3],[3,6,1],[4,6,5],[5,6,7],[6,6,3],[7,6,3],[8,6,1],[9,6,13],[10,6,6],[11,6,6],[2,7,2],[3,7,7],[4,7,1],[5,7,12],[6,7,3],[7,7,5],[8,7,1],[9,7,26],[10,7,23],[11,7,8],[2,8,2],[3,8,8],[4,8,15],[5,8,40],[6,8,44],[7,8,3],[8,8,1],[9,8,9],[3,9,4],[4,9,7],[5,9,2],[6,9,19],[7,9,26],[8,9,3],[9,9,6],[2,10,1],[4,10,2],[5,10,3],[6,10,10],[7,10,21],[8,10,19],[9,10,11],[3,11,1],[4,11,1],[5,11,1],[6,11,3],[7,11,8],[8,11,23],[9,11,21],[7,12,1],[8,12,12],[9,12,27],[10,12,9],[3,13,1],[4,13,1],[6,13,1],[7,13,1],[8,13,2],[9,13,21],[10,13,21],[11,13,1],[2,14,1],[4,14,1],[5,14,2],[6,14,2],[7,14,1],[9,14,4],[10,14,41],[11,14,42],[5,15,1],"
2019/3/1 12:11,"[10,1,3],[11,1,3],[3,2,1],[5,2,3],[6,2,4],[8,2,1],[9,2,3],[2,3,4],[3,3,3],[4,3,5],[5,3,1],[6,3,2],[7,3,2],[8,3,1],[9,3,1],[2,4,3],[3,4,3],[4,4,8],[5,4,5],[7,4,5],[8,4,5],[9,4,10],[10,4,12],[11,4,4],[2,5,2],[3,5,7],[4,5,6],[5,5,19],[6,5,16],[7,5,2],[8,5,6],[9,5,14],[10,5,6],[11,5,3],[2,6,2],[3,6,5],[4,6,15],[5,6,6],[6,6,8],[7,6,7],[8,6,2],[9,6,6],[10,6,1],[2,7,3],[3,7,4],[4,7,4],[5,7,16],[6,7,7],[7,7,4],[8,7,4],[9,7,21],[10,7,13],[11,7,1],[2,8,1],[3,8,6],[4,8,19],[5,8,35],[6,8,35],[7,8,6],[8,8,6],[9,8,17],[2,9,4],[3,9,4],[4,9,2],[5,9,4],[6,9,13],[7,9,33],[8,9,13],[9,9,19],[3,10,1],[4,10,1],[5,10,1],[6,10,7],[7,10,13],[8,10,24],[9,10,21],[2,11,1],[3,11,1],[4,11,1],[5,11,1],[6,11,3],[7,11,5],[8,11,20],[9,11,34],[6,12,3],[7,12,2],[8,12,11],[9,12,38],[10,12,11],[6,13,3],[8,13,5],[9,13,33],[10,13,26],[1,14,1],[2,14,1],[3,14,2],[4,14,4],[5,14,3],[6,14,3],[8,14,1],[9,14,4],[10,14,56],[11,14,53],[1,15,1],[2,15,1],[3,15,1],[4,15,1],"
2019/3/1 12:12,"[10,1,2],[11,1,4],[2,2,2],[3,2,1],[4,2,2],[5,2,6],[6,2,6],[10,2,2],[3,3,4],[5,3,3],[6,3,4],[7,3,3],[8,3,1],[10,3,1],[2,4,2],[3,4,7],[4,4,4],[5,4,4],[6,4,2],[7,4,5],[8,4,7],[9,4,8],[10,4,4],[11,4,1],[2,5,2],[3,5,7],[4,5,6],[5,5,17],[6,5,17],[7,5,1],[8,5,9],[9,5,13],[10,5,9],[11,5,4],[2,6,1],[3,6,3],[4,6,8],[5,6,9],[6,6,9],[7,6,9],[8,6,6],[9,6,5],[10,6,1],[2,7,1],[3,7,6],[4,7,4],[5,7,18],[6,7,12],[7,7,8],[8,7,3],[9,7,12],[10,7,8],[11,7,1],[2,8,2],[3,8,5],[4,8,15],[5,8,44],[6,8,45],[7,8,6],[8,8,3],[9,8,13],[2,9,2],[3,9,3],[4,9,3],[6,9,20],[7,9,28],[8,9,5],[9,9,15],[1,10,1],[2,10,1],[3,10,1],[4,10,3],[5,10,3],[6,10,11],[7,10,22],[8,10,16],[9,10,21],[2,11,1],[3,11,2],[4,11,2],[5,11,3],[6,11,8],[7,11,8],[8,11,22],[9,11,35],[6,12,2],[7,12,6],[8,12,11],[9,12,30],[10,12,20],[1,13,1],[2,13,1],[3,13,1],[6,13,2],[7,13,2],[8,13,5],[9,13,25],[10,13,39],[11,13,2],[4,14,1],[5,14,2],[6,14,2],[9,14,5],[10,14,66],[11,14,63],"
2019/3/1 12:13,"[10,1,4],[11,1,2],[2,2,2],[3,2,3],[4,2,2],[5,2,2],[6,2,3],[9,2,3],[10,2,2],[3,3,3],[4,3,4],[5,3,2],[7,3,3],[8,3,7],[9,3,2],[3,4,2],[4,4,9],[5,4,5],[6,4,2],[7,4,11],[8,4,5],[9,4,8],[10,4,8],[11,4,3],[2,5,3],[3,5,2],[4,5,6],[5,5,23],[6,5,21],[7,5,1],[8,5,4],[9,5,12],[10,5,10],[11,5,4],[2,6,4],[3,6,3],[4,6,8],[5,6,8],[6,6,5],[7,6,5],[8,6,4],[9,6,2],[10,6,2],[11,6,2],[2,7,1],[3,7,4],[4,7,9],[5,7,15],[6,7,4],[7,7,6],[8,7,3],[9,7,13],[10,7,10],[11,7,3],[2,8,2],[3,8,4],[4,8,16],[5,8,38],[6,8,41],[7,8,5],[8,8,6],[9,8,13],[3,9,1],[4,9,4],[5,9,2],[6,9,26],[7,9,24],[8,9,10],[9,9,13],[2,10,1],[3,10,3],[4,10,4],[5,10,4],[6,10,9],[7,10,18],[8,10,32],[9,10,12],[6,11,2],[7,11,9],[8,11,24],[9,11,26],[7,12,1],[8,12,17],[9,12,31],[10,12,13],[0,13,1],[1,13,1],[6,13,1],[8,13,5],[9,13,33],[10,13,17],[11,13,1],[2,14,1],[3,14,1],[5,14,1],[6,14,1],[9,14,10],[10,14,46],[11,14,50],[4,15,1],[5,15,1],"
2019/3/1 12:14,"[10,1,2],[11,1,3],[2,2,3],[3,2,2],[4,2,2],[5,2,4],[6,2,3],[9,2,1],[2,3,1],[3,3,4],[5,3,4],[7,3,3],[8,3,1],[2,4,2],[3,4,3],[4,4,8],[5,4,6],[7,4,5],[8,4,8],[9,4,9],[10,4,8],[11,4,3],[2,5,1],[3,5,3],[4,5,9],[5,5,21],[6,5,19],[7,5,1],[8,5,5],[9,5,15],[10,5,11],[11,5,6],[2,6,2],[3,6,6],[4,6,12],[5,6,7],[6,6,9],[7,6,10],[8,6,8],[9,6,5],[10,6,2],[11,6,1],[2,7,3],[3,7,9],[4,7,2],[5,7,13],[6,7,6],[7,7,11],[8,7,9],[9,7,4],[10,7,3],[3,8,10],[4,8,17],[5,8,41],[6,8,46],[7,8,6],[8,8,5],[9,8,1],[3,9,3],[4,9,3],[5,9,1],[6,9,21],[7,9,33],[8,9,8],[9,9,2],[2,10,2],[3,10,1],[4,10,3],[5,10,4],[6,10,10],[7,10,17],[8,10,23],[9,10,4],[6,11,3],[7,11,7],[8,11,26],[9,11,16],[6,12,2],[7,12,2],[8,12,14],[9,12,29],[10,12,8],[2,13,1],[3,13,1],[4,13,2],[6,13,2],[7,13,2],[8,13,4],[9,13,28],[10,13,17],[3,14,1],[5,14,2],[6,14,2],[8,14,1],[9,14,6],[10,14,50],[11,14,50],[2,15,1],[3,15,1],"
