,sid,time,total,y,x
103271,11405,2019/3/1 9:19,1,5,14.0
103272,11502,2019/3/1 9:19,1,2,15.0
103273,11504,2019/3/1 9:19,1,4,15.0
103274,10507,2019/3/1 9:20,1,7,5.0
103275,10606,2019/3/1 9:20,1,6,6.0
103276,10608,2019/3/1 9:20,1,8,6.0
103277,10625,2019/3/1 9:20,1,25,6.0
103278,10706,2019/3/1 9:20,1,6,7.0
103279,10707,2019/3/1 9:20,1,7,7.0
103280,10708,2019/3/1 9:20,1,8,7.0
103281,10725,2019/3/1 9:20,1,25,7.0
103282,10806,2019/3/1 9:20,1,6,8.0
103283,10809,2019/3/1 9:20,1,9,8.0
103284,10825,2019/3/1 9:20,1,25,8.0
103285,10906,2019/3/1 9:20,1,6,9.0
103286,10907,2019/3/1 9:20,2,7,9.0
103288,10908,2019/3/1 9:20,1,8,9.0
103289,10909,2019/3/1 9:20,1,9,9.0
103290,11006,2019/3/1 9:20,1,6,10.0
103291,11007,2019/3/1 9:20,1,7,10.0
103292,11008,2019/3/1 9:20,1,8,10.0
103293,11009,2019/3/1 9:20,2,9,10.0
103295,11016,2019/3/1 9:20,1,16,10.0
103296,11023,2019/3/1 9:20,1,23,10.0
103297,11106,2019/3/1 9:20,1,6,11.0
103298,11109,2019/3/1 9:20,4,9,11.0
103302,11110,2019/3/1 9:20,2,10,11.0
103304,11117,2019/3/1 9:20,2,17,11.0
103306,11123,2019/3/1 9:20,1,23,11.0
103307,11206,2019/3/1 9:20,1,6,12.0
103308,11208,2019/3/1 9:20,1,8,12.0
103309,11209,2019/3/1 9:20,1,9,12.0
103310,11210,2019/3/1 9:20,6,10,12.0
103316,11211,2019/3/1 9:20,3,11,12.0
103319,11212,2019/3/1 9:20,1,12,12.0
103320,11213,2019/3/1 9:20,1,13,12.0
103321,11214,2019/3/1 9:20,1,14,12.0
103322,11217,2019/3/1 9:20,2,17,12.0
103324,11218,2019/3/1 9:20,1,18,12.0
103325,11222,2019/3/1 9:20,1,22,12.0
103326,11223,2019/3/1 9:20,1,23,12.0
103327,11300,2019/3/1 9:20,1,0,13.0
103328,11301,2019/3/1 9:20,1,1,13.0
103329,11302,2019/3/1 9:20,2,2,13.0
103331,11303,2019/3/1 9:20,1,3,13.0
103332,11304,2019/3/1 9:20,2,4,13.0
103334,11305,2019/3/1 9:20,1,5,13.0
103335,11307,2019/3/1 9:20,1,7,13.0
103336,11310,2019/3/1 9:20,3,10,13.0
103339,11311,2019/3/1 9:20,5,11,13.0
103344,11312,2019/3/1 9:20,5,12,13.0
103349,11313,2019/3/1 9:20,5,13,13.0
103354,11314,2019/3/1 9:20,5,14,13.0
103359,11315,2019/3/1 9:20,6,15,13.0
103365,11316,2019/3/1 9:20,3,16,13.0
103368,11317,2019/3/1 9:20,3,17,13.0
103371,11318,2019/3/1 9:20,2,18,13.0
103373,11319,2019/3/1 9:20,2,19,13.0
103375,11320,2019/3/1 9:20,2,20,13.0
103377,11321,2019/3/1 9:20,2,21,13.0
103379,11402,2019/3/1 9:20,4,2,14.0
103383,11403,2019/3/1 9:20,3,3,14.0
103386,11404,2019/3/1 9:20,3,4,14.0
103389,11407,2019/3/1 9:20,1,7,14.0
103390,11416,2019/3/1 9:20,2,16,14.0
103392,11417,2019/3/1 9:20,2,17,14.0
103394,11418,2019/3/1 9:20,2,18,14.0
103396,11419,2019/3/1 9:20,1,19,14.0
103397,11502,2019/3/1 9:20,3,2,15.0
103400,11504,2019/3/1 9:20,3,4,15.0
103403,11507,2019/3/1 9:20,1,7,15.0
103404,10409,2019/3/1 9:21,1,9,4.0
103405,10410,2019/3/1 9:21,1,10,4.0
103406,10508,2019/3/1 9:21,1,8,5.0
103407,10509,2019/3/1 9:21,2,9,5.0
103409,10510,2019/3/1 9:21,1,10,5.0
103410,10607,2019/3/1 9:21,1,7,6.0
103411,10626,2019/3/1 9:21,1,26,6.0
103412,10706,2019/3/1 9:21,1,6,7.0
103413,10806,2019/3/1 9:21,1,6,8.0
103414,10807,2019/3/1 9:21,2,7,8.0
103416,10808,2019/3/1 9:21,2,8,8.0
103418,10906,2019/3/1 9:21,2,6,9.0
103420,10907,2019/3/1 9:21,1,7,9.0
103421,10917,2019/3/1 9:21,1,17,9.0
103422,10921,2019/3/1 9:21,2,21,9.0
103424,10923,2019/3/1 9:21,2,23,9.0
103426,11006,2019/3/1 9:21,2,6,10.0
103428,11007,2019/3/1 9:21,1,7,10.0
103429,11018,2019/3/1 9:21,1,18,10.0
103430,11021,2019/3/1 9:21,4,21,10.0
103434,11022,2019/3/1 9:21,1,22,10.0
103435,11023,2019/3/1 9:21,2,23,10.0
103437,11025,2019/3/1 9:21,1,25,10.0
103438,11106,2019/3/1 9:21,2,6,11.0
103440,11108,2019/3/1 9:21,1,8,11.0
103441,11109,2019/3/1 9:21,2,9,11.0
103443,11110,2019/3/1 9:21,2,10,11.0
103445,11111,2019/3/1 9:21,2,11,11.0
103447,11121,2019/3/1 9:21,6,21,11.0
103453,11122,2019/3/1 9:21,1,22,11.0
103454,11123,2019/3/1 9:21,3,23,11.0
103457,11125,2019/3/1 9:21,1,25,11.0
103458,11206,2019/3/1 9:21,2,6,12.0
103460,11207,2019/3/1 9:21,1,7,12.0
103461,11218,2019/3/1 9:21,2,18,12.0
103463,11219,2019/3/1 9:21,4,19,12.0
103467,11220,2019/3/1 9:21,3,20,12.0
103470,11221,2019/3/1 9:21,6,21,12.0
103476,11223,2019/3/1 9:21,2,23,12.0
103478,11225,2019/3/1 9:21,1,25,12.0
103479,11300,2019/3/1 9:21,2,0,13.0
103481,11301,2019/3/1 9:21,2,1,13.0
103483,11302,2019/3/1 9:21,2,2,13.0
103485,11304,2019/3/1 9:21,2,4,13.0
103487,11305,2019/3/1 9:21,2,5,13.0
103489,11312,2019/3/1 9:21,2,12,13.0
103491,11313,2019/3/1 9:21,2,13,13.0
103493,11314,2019/3/1 9:21,3,14,13.0
103496,11315,2019/3/1 9:21,3,15,13.0
103499,11316,2019/3/1 9:21,4,16,13.0
103503,11317,2019/3/1 9:21,4,17,13.0
103507,11318,2019/3/1 9:21,5,18,13.0
103512,11319,2019/3/1 9:21,5,19,13.0
103517,11320,2019/3/1 9:21,5,20,13.0
103522,11321,2019/3/1 9:21,2,21,13.0
103524,11322,2019/3/1 9:21,3,22,13.0
103527,11323,2019/3/1 9:21,1,23,13.0
103528,11324,2019/3/1 9:21,1,24,13.0
103529,11325,2019/3/1 9:21,1,25,13.0
103530,11403,2019/3/1 9:21,2,3,14.0
103532,11404,2019/3/1 9:21,1,4,14.0
103533,11405,2019/3/1 9:21,1,5,14.0
103534,11407,2019/3/1 9:21,1,7,14.0
103535,11410,2019/3/1 9:21,1,10,14.0
103536,11411,2019/3/1 9:21,1,11,14.0
103537,11419,2019/3/1 9:21,1,19,14.0
103538,11420,2019/3/1 9:21,2,20,14.0
103540,11507,2019/3/1 9:21,1,7,15.0
103541,10316,2019/3/1 9:22,1,16,3.0
103542,10409,2019/3/1 9:22,2,9,4.0
103544,10410,2019/3/1 9:22,1,10,4.0
103545,10415,2019/3/1 9:22,1,15,4.0
103546,10509,2019/3/1 9:22,3,9,5.0
103549,10510,2019/3/1 9:22,1,10,5.0
103550,10511,2019/3/1 9:22,1,11,5.0
103551,10515,2019/3/1 9:22,1,15,5.0
103552,10607,2019/3/1 9:22,1,7,6.0
103553,10608,2019/3/1 9:22,1,8,6.0
103554,10609,2019/3/1 9:22,3,9,6.0
103557,10621,2019/3/1 9:22,1,21,6.0
103558,10706,2019/3/1 9:22,1,6,7.0
103559,10708,2019/3/1 9:22,1,8,7.0
103560,10709,2019/3/1 9:22,4,9,7.0
103564,10721,2019/3/1 9:22,3,21,7.0
103567,10806,2019/3/1 9:22,1,6,8.0
103568,10809,2019/3/1 9:22,3,9,8.0
103571,10821,2019/3/1 9:22,3,21,8.0
103574,10825,2019/3/1 9:22,1,25,8.0
103575,10908,2019/3/1 9:22,1,8,9.0
103576,10909,2019/3/1 9:22,3,9,9.0
103579,10921,2019/3/1 9:22,2,21,9.0
103581,10923,2019/3/1 9:22,2,23,9.0
103583,10924,2019/3/1 9:22,2,24,9.0
103585,10925,2019/3/1 9:22,2,25,9.0
103587,11008,2019/3/1 9:22,1,8,10.0
103588,11009,2019/3/1 9:22,3,9,10.0
103591,11011,2019/3/1 9:22,1,11,10.0
103592,11015,2019/3/1 9:22,1,15,10.0
103593,11020,2019/3/1 9:22,1,20,10.0
103594,11021,2019/3/1 9:22,2,21,10.0
103596,11023,2019/3/1 9:22,2,23,10.0
103598,11024,2019/3/1 9:22,1,24,10.0
103599,11025,2019/3/1 9:22,1,25,10.0
103600,11107,2019/3/1 9:22,1,7,11.0
103601,11109,2019/3/1 9:22,4,9,11.0
103605,11110,2019/3/1 9:22,2,10,11.0
103607,11116,2019/3/1 9:22,1,16,11.0
103608,11117,2019/3/1 9:22,1,17,11.0
103609,11121,2019/3/1 9:22,3,21,11.0
103612,11122,2019/3/1 9:22,2,22,11.0
103614,11123,2019/3/1 9:22,1,23,11.0
103615,11124,2019/3/1 9:22,1,24,11.0
103616,11125,2019/3/1 9:22,1,25,11.0
103617,11207,2019/3/1 9:22,1,7,12.0
103618,11208,2019/3/1 9:22,1,8,12.0
103619,11210,2019/3/1 9:22,1,10,12.0
103620,11216,2019/3/1 9:22,1,16,12.0
103621,11217,2019/3/1 9:22,1,17,12.0
103622,11218,2019/3/1 9:22,1,18,12.0
103623,11219,2019/3/1 9:22,1,19,12.0
103624,11220,2019/3/1 9:22,2,20,12.0
103626,11221,2019/3/1 9:22,3,21,12.0
103629,11300,2019/3/1 9:22,2,0,13.0
103631,11301,2019/3/1 9:22,2,1,13.0
103633,11303,2019/3/1 9:22,1,3,13.0
103634,11304,2019/3/1 9:22,2,4,13.0
103636,11306,2019/3/1 9:22,2,6,13.0
103638,11307,2019/3/1 9:22,3,7,13.0
103641,11308,2019/3/1 9:22,3,8,13.0
103644,11309,2019/3/1 9:22,2,9,13.0
103646,11310,2019/3/1 9:22,2,10,13.0
103648,11313,2019/3/1 9:22,1,13,13.0
103649,11314,2019/3/1 9:22,1,14,13.0
103650,11315,2019/3/1 9:22,1,15,13.0
103651,11316,2019/3/1 9:22,1,16,13.0
103652,11402,2019/3/1 9:22,3,2,14.0
103655,11403,2019/3/1 9:22,3,3,14.0
103658,11404,2019/3/1 9:22,3,4,14.0
103661,11405,2019/3/1 9:22,3,5,14.0
103664,11406,2019/3/1 9:22,2,6,14.0
103666,11407,2019/3/1 9:22,2,7,14.0
103668,11408,2019/3/1 9:22,1,8,14.0
103669,11409,2019/3/1 9:22,1,9,14.0
103670,11410,2019/3/1 9:22,1,10,14.0
103671,11411,2019/3/1 9:22,2,11,14.0
103673,11412,2019/3/1 9:22,1,12,14.0
103674,11502,2019/3/1 9:22,2,2,15.0
103676,11504,2019/3/1 9:22,1,4,15.0
103677,10309,2019/3/1 9:23,1,9,3.0
103678,10509,2019/3/1 9:23,1,9,5.0
103679,10510,2019/3/1 9:23,1,10,5.0
103680,10615,2019/3/1 9:23,1,15,6.0
103681,10621,2019/3/1 9:23,3,21,6.0
103684,10622,2019/3/1 9:23,2,22,6.0
103686,10623,2019/3/1 9:23,2,23,6.0
103688,10625,2019/3/1 9:23,1,25,6.0
103689,10715,2019/3/1 9:23,1,15,7.0
103690,10721,2019/3/1 9:23,1,21,7.0
103691,10725,2019/3/1 9:23,2,25,7.0
103693,10815,2019/3/1 9:23,1,15,8.0
103694,10821,2019/3/1 9:23,1,21,8.0
103695,10825,2019/3/1 9:23,1,25,8.0
103696,10909,2019/3/1 9:23,1,9,9.0
103697,10915,2019/3/1 9:23,1,15,9.0
103698,10924,2019/3/1 9:23,1,24,9.0
103699,10925,2019/3/1 9:23,1,25,9.0
103700,11008,2019/3/1 9:23,1,8,10.0
103701,11009,2019/3/1 9:23,2,9,10.0
103703,11015,2019/3/1 9:23,1,15,10.0
103704,11025,2019/3/1 9:23,2,25,10.0
103706,11109,2019/3/1 9:23,3,9,11.0
103709,11110,2019/3/1 9:23,1,10,11.0
103710,11116,2019/3/1 9:23,1,16,11.0
103711,11123,2019/3/1 9:23,1,23,11.0
103712,11124,2019/3/1 9:23,1,24,11.0
103713,11125,2019/3/1 9:23,1,25,11.0
103714,11213,2019/3/1 9:23,1,13,12.0
103715,11214,2019/3/1 9:23,1,14,12.0
103716,11302,2019/3/1 9:23,2,2,13.0
103718,11305,2019/3/1 9:23,2,5,13.0
103720,11306,2019/3/1 9:23,1,6,13.0
103721,11307,2019/3/1 9:23,2,7,13.0
103723,11308,2019/3/1 9:23,1,8,13.0
103724,11309,2019/3/1 9:23,3,9,13.0
103727,11310,2019/3/1 9:23,3,10,13.0
103730,11311,2019/3/1 9:23,3,11,13.0
103733,11312,2019/3/1 9:23,3,12,13.0
103736,11313,2019/3/1 9:23,3,13,13.0
103739,11314,2019/3/1 9:23,3,14,13.0
103742,11315,2019/3/1 9:23,4,15,13.0
103746,11316,2019/3/1 9:23,4,16,13.0
103750,11317,2019/3/1 9:23,4,17,13.0
103754,11318,2019/3/1 9:23,2,18,13.0
103756,11403,2019/3/1 9:23,3,3,14.0
103759,11404,2019/3/1 9:23,4,4,14.0
103763,11405,2019/3/1 9:23,3,5,14.0
103766,11406,2019/3/1 9:23,1,6,14.0
103767,11410,2019/3/1 9:23,1,10,14.0
103768,11411,2019/3/1 9:23,1,11,14.0
103769,11412,2019/3/1 9:23,2,12,14.0
103771,11413,2019/3/1 9:23,1,13,14.0
103772,11504,2019/3/1 9:23,1,4,15.0
103773,10110,2019/3/1 9:24,1,10,1.0
103774,10111,2019/3/1 9:24,1,11,1.0
103775,10208,2019/3/1 9:24,1,8,2.0
103776,10308,2019/3/1 9:24,1,8,3.0
103777,10409,2019/3/1 9:24,1,9,4.0
103778,10425,2019/3/1 9:24,1,25,4.0
103779,10426,2019/3/1 9:24,1,26,4.0
103780,10509,2019/3/1 9:24,1,9,5.0
103781,10520,2019/3/1 9:24,1,20,5.0
103782,10521,2019/3/1 9:24,1,21,5.0
103783,10525,2019/3/1 9:24,2,25,5.0
103785,10526,2019/3/1 9:24,1,26,5.0
103786,10609,2019/3/1 9:24,2,9,6.0
103788,10625,2019/3/1 9:24,1,25,6.0
103789,10709,2019/3/1 9:24,2,9,7.0
103791,10725,2019/3/1 9:24,1,25,7.0
103792,10809,2019/3/1 9:24,3,9,8.0
103795,10825,2019/3/1 9:24,1,25,8.0
103796,10907,2019/3/1 9:24,1,7,9.0
103797,10909,2019/3/1 9:24,3,9,9.0
103800,10921,2019/3/1 9:24,1,21,9.0
103801,11009,2019/3/1 9:24,1,9,10.0
103802,11021,2019/3/1 9:24,3,21,10.0
103805,11107,2019/3/1 9:24,1,7,11.0
103806,11108,2019/3/1 9:24,1,8,11.0
103807,11109,2019/3/1 9:24,1,9,11.0
103808,11121,2019/3/1 9:24,3,21,11.0
103811,11206,2019/3/1 9:24,1,6,12.0
103812,11209,2019/3/1 9:24,2,9,12.0
103814,11210,2019/3/1 9:24,3,10,12.0
103817,11211,2019/3/1 9:24,1,11,12.0
103818,11212,2019/3/1 9:24,1,12,12.0
103819,11213,2019/3/1 9:24,1,13,12.0
103820,11214,2019/3/1 9:24,1,14,12.0
103821,11216,2019/3/1 9:24,1,16,12.0
103822,11218,2019/3/1 9:24,1,18,12.0
103823,11219,2019/3/1 9:24,1,19,12.0
103824,11220,2019/3/1 9:24,1,20,12.0
103825,11221,2019/3/1 9:24,3,21,12.0
103828,11303,2019/3/1 9:24,1,3,13.0
103829,11305,2019/3/1 9:24,3,5,13.0
103832,11306,2019/3/1 9:24,2,6,13.0
103834,11307,2019/3/1 9:24,2,7,13.0
103836,11308,2019/3/1 9:24,3,8,13.0
103839,11309,2019/3/1 9:24,1,9,13.0
103840,11310,2019/3/1 9:24,3,10,13.0
103843,11311,2019/3/1 9:24,5,11,13.0
103848,11312,2019/3/1 9:24,6,12,13.0
103854,11313,2019/3/1 9:24,3,13,13.0
103857,11314,2019/3/1 9:24,4,14,13.0
103861,11315,2019/3/1 9:24,4,15,13.0
103865,11316,2019/3/1 9:24,4,16,13.0
103869,11317,2019/3/1 9:24,2,17,13.0
103871,11318,2019/3/1 9:24,3,18,13.0
103874,11319,2019/3/1 9:24,4,19,13.0
103878,11320,2019/3/1 9:24,3,20,13.0
103881,11321,2019/3/1 9:24,1,21,13.0
103882,11322,2019/3/1 9:24,1,22,13.0
103883,11402,2019/3/1 9:24,4,2,14.0
103887,11403,2019/3/1 9:24,3,3,14.0
103890,11404,2019/3/1 9:24,3,4,14.0
103893,11405,2019/3/1 9:24,1,5,14.0
103894,11410,2019/3/1 9:24,1,10,14.0
103895,11411,2019/3/1 9:24,1,11,14.0
103896,11412,2019/3/1 9:24,1,12,14.0
103897,11413,2019/3/1 9:24,3,13,14.0
103900,11414,2019/3/1 9:24,2,14,14.0
103902,11415,2019/3/1 9:24,2,15,14.0
103904,11422,2019/3/1 9:24,1,22,14.0
103905,11502,2019/3/1 9:24,3,2,15.0
103908,10112,2019/3/1 9:25,1,12,1.0
103909,10113,2019/3/1 9:25,1,13,1.0
103910,10114,2019/3/1 9:25,1,14,1.0
103911,10115,2019/3/1 9:25,1,15,1.0
103912,10116,2019/3/1 9:25,1,16,1.0
103913,10117,2019/3/1 9:25,1,17,1.0
103914,10118,2019/3/1 9:25,1,18,1.0
103915,10119,2019/3/1 9:25,1,19,1.0
103916,10207,2019/3/1 9:25,1,7,2.0
103917,10408,2019/3/1 9:25,1,8,4.0
103918,10409,2019/3/1 9:25,1,9,4.0
103919,10517,2019/3/1 9:25,2,17,5.0
103921,10617,2019/3/1 9:25,2,17,6.0
103923,10706,2019/3/1 9:25,1,6,7.0
103924,10709,2019/3/1 9:25,1,9,7.0
103925,10718,2019/3/1 9:25,3,18,7.0
103928,10806,2019/3/1 9:25,1,6,8.0
103929,10809,2019/3/1 9:25,1,9,8.0
103930,10818,2019/3/1 9:25,2,18,8.0
103932,10821,2019/3/1 9:25,1,21,8.0
103933,10822,2019/3/1 9:25,1,22,8.0
103934,10906,2019/3/1 9:25,1,6,9.0
103935,10915,2019/3/1 9:25,1,15,9.0
103936,10918,2019/3/1 9:25,2,18,9.0
103938,10921,2019/3/1 9:25,2,21,9.0
103940,10923,2019/3/1 9:25,1,23,9.0
103941,11006,2019/3/1 9:25,1,6,10.0
103942,11009,2019/3/1 9:25,1,9,10.0
103943,11010,2019/3/1 9:25,1,10,10.0
103944,11015,2019/3/1 9:25,1,15,10.0
103945,11017,2019/3/1 9:25,1,17,10.0
103946,11018,2019/3/1 9:25,1,18,10.0
103947,11021,2019/3/1 9:25,2,21,10.0
103949,11022,2019/3/1 9:25,1,22,10.0
103950,11023,2019/3/1 9:25,2,23,10.0
103952,11106,2019/3/1 9:25,1,6,11.0
103953,11107,2019/3/1 9:25,1,7,11.0
103954,11108,2019/3/1 9:25,1,8,11.0
103955,11109,2019/3/1 9:25,1,9,11.0
103956,11110,2019/3/1 9:25,1,10,11.0
103957,11116,2019/3/1 9:25,3,16,11.0
103960,11117,2019/3/1 9:25,2,17,11.0
103962,11121,2019/3/1 9:25,4,21,11.0
103966,11122,2019/3/1 9:25,1,22,11.0
103967,11123,2019/3/1 9:25,1,23,11.0
103968,11206,2019/3/1 9:25,2,6,12.0
103970,11207,2019/3/1 9:25,1,7,12.0
103971,11213,2019/3/1 9:25,1,13,12.0
103972,11214,2019/3/1 9:25,1,14,12.0
103973,11215,2019/3/1 9:25,1,15,12.0
103974,11216,2019/3/1 9:25,2,16,12.0
103976,11217,2019/3/1 9:25,2,17,12.0
103978,11218,2019/3/1 9:25,1,18,12.0
103979,11219,2019/3/1 9:25,2,19,12.0
103981,11220,2019/3/1 9:25,4,20,12.0
103985,11221,2019/3/1 9:25,5,21,12.0
103990,11222,2019/3/1 9:25,1,22,12.0
103991,11223,2019/3/1 9:25,1,23,12.0
103992,11300,2019/3/1 9:25,1,0,13.0
103993,11301,2019/3/1 9:25,1,1,13.0
103994,11302,2019/3/1 9:25,3,2,13.0
103997,11304,2019/3/1 9:25,1,4,13.0
103998,11305,2019/3/1 9:25,1,5,13.0
103999,11306,2019/3/1 9:25,3,6,13.0
104002,11307,2019/3/1 9:25,2,7,13.0
104004,11308,2019/3/1 9:25,2,8,13.0
104006,11309,2019/3/1 9:25,2,9,13.0
104008,11310,2019/3/1 9:25,2,10,13.0
104010,11311,2019/3/1 9:25,1,11,13.0
104011,11312,2019/3/1 9:25,1,12,13.0
104012,11313,2019/3/1 9:25,3,13,13.0
104015,11314,2019/3/1 9:25,4,14,13.0
104019,11315,2019/3/1 9:25,3,15,13.0
104022,11316,2019/3/1 9:25,2,16,13.0
104024,11317,2019/3/1 9:25,4,17,13.0
104028,11318,2019/3/1 9:25,4,18,13.0
104032,11319,2019/3/1 9:25,4,19,13.0
104036,11320,2019/3/1 9:25,2,20,13.0
104038,11402,2019/3/1 9:25,2,2,14.0
104040,11403,2019/3/1 9:25,3,3,14.0
104043,11404,2019/3/1 9:25,3,4,14.0
104046,11405,2019/3/1 9:25,1,5,14.0
104047,11411,2019/3/1 9:25,1,11,14.0
104048,11412,2019/3/1 9:25,1,12,14.0
104049,11502,2019/3/1 9:25,2,2,15.0
104051,11504,2019/3/1 9:25,1,4,15.0
104052,10219,2019/3/1 9:26,1,19,2.0
104053,10308,2019/3/1 9:26,1,8,3.0
104054,10319,2019/3/1 9:26,1,19,3.0
104055,10409,2019/3/1 9:26,1,9,4.0
104056,10416,2019/3/1 9:26,1,16,4.0
104057,10419,2019/3/1 9:26,1,19,4.0
104058,10420,2019/3/1 9:26,1,20,4.0
104059,10421,2019/3/1 9:26,1,21,4.0
104060,10509,2019/3/1 9:26,1,9,5.0
104061,10516,2019/3/1 9:26,1,16,5.0
104062,10616,2019/3/1 9:26,1,16,6.0
104063,10617,2019/3/1 9:26,1,17,6.0
104064,10618,2019/3/1 9:26,1,18,6.0
104065,10706,2019/3/1 9:26,1,6,7.0
104066,10709,2019/3/1 9:26,1,9,7.0
104067,10718,2019/3/1 9:26,2,18,7.0
104069,10806,2019/3/1 9:26,1,6,8.0
104070,10807,2019/3/1 9:26,1,7,8.0
104071,10808,2019/3/1 9:26,1,8,8.0
104072,10809,2019/3/1 9:26,1,9,8.0
104073,10817,2019/3/1 9:26,1,17,8.0
104074,10818,2019/3/1 9:26,2,18,8.0
104076,10821,2019/3/1 9:26,1,21,8.0
104077,10906,2019/3/1 9:26,1,6,9.0
104078,10909,2019/3/1 9:26,2,9,9.0
104080,10915,2019/3/1 9:26,1,15,9.0
104081,10918,2019/3/1 9:26,3,18,9.0
104084,10920,2019/3/1 9:26,1,20,9.0
104085,10921,2019/3/1 9:26,1,21,9.0
104086,10923,2019/3/1 9:26,3,23,9.0
104089,10924,2019/3/1 9:26,1,24,9.0
104090,11006,2019/3/1 9:26,1,6,10.0
104091,11009,2019/3/1 9:26,2,9,10.0
104093,11016,2019/3/1 9:26,1,16,10.0
104094,11018,2019/3/1 9:26,3,18,10.0
104097,11021,2019/3/1 9:26,3,21,10.0
104100,11022,2019/3/1 9:26,2,22,10.0
104102,11023,2019/3/1 9:26,3,23,10.0
104105,11024,2019/3/1 9:26,1,24,10.0
104106,11025,2019/3/1 9:26,1,25,10.0
104107,11106,2019/3/1 9:26,2,6,11.0
104109,11107,2019/3/1 9:26,2,7,11.0
104111,11108,2019/3/1 9:26,1,8,11.0
104112,11109,2019/3/1 9:26,3,9,11.0
104115,11110,2019/3/1 9:26,1,10,11.0
104116,11116,2019/3/1 9:26,1,16,11.0
104117,11117,2019/3/1 9:26,4,17,11.0
104121,11121,2019/3/1 9:26,3,21,11.0
104124,11122,2019/3/1 9:26,1,22,11.0
104125,11123,2019/3/1 9:26,2,23,11.0
104127,11206,2019/3/1 9:26,2,6,12.0
104129,11210,2019/3/1 9:26,1,10,12.0
104130,11211,2019/3/1 9:26,1,11,12.0
104131,11212,2019/3/1 9:26,1,12,12.0
104132,11213,2019/3/1 9:26,1,13,12.0
104133,11214,2019/3/1 9:26,1,14,12.0
104134,11215,2019/3/1 9:26,1,15,12.0
104135,11216,2019/3/1 9:26,1,16,12.0
104136,11217,2019/3/1 9:26,3,17,12.0
104139,11218,2019/3/1 9:26,2,18,12.0
104141,11219,2019/3/1 9:26,2,19,12.0
104143,11220,2019/3/1 9:26,4,20,12.0
104147,11221,2019/3/1 9:26,4,21,12.0
104151,11222,2019/3/1 9:26,1,22,12.0
104152,11302,2019/3/1 9:26,1,2,13.0
104153,11303,2019/3/1 9:26,1,3,13.0
104154,11305,2019/3/1 9:26,4,5,13.0
104158,11306,2019/3/1 9:26,2,6,13.0
104160,11307,2019/3/1 9:26,1,7,13.0
104161,11308,2019/3/1 9:26,1,8,13.0
104162,11309,2019/3/1 9:26,2,9,13.0
104164,11310,2019/3/1 9:26,2,10,13.0
104166,11311,2019/3/1 9:26,1,11,13.0
104167,11312,2019/3/1 9:26,1,12,13.0
104168,11315,2019/3/1 9:26,2,15,13.0
104170,11316,2019/3/1 9:26,1,16,13.0
104171,11317,2019/3/1 9:26,2,17,13.0
104173,11318,2019/3/1 9:26,5,18,13.0
104178,11319,2019/3/1 9:26,3,19,13.0
104181,11320,2019/3/1 9:26,1,20,13.0
104182,11321,2019/3/1 9:26,1,21,13.0
104183,11322,2019/3/1 9:26,1,22,13.0
104184,11402,2019/3/1 9:26,3,2,14.0
104187,11403,2019/3/1 9:26,3,3,14.0
104190,11404,2019/3/1 9:26,6,4,14.0
104196,11405,2019/3/1 9:26,2,5,14.0
104198,11406,2019/3/1 9:26,1,6,14.0
104199,11407,2019/3/1 9:26,1,7,14.0
104200,11408,2019/3/1 9:26,1,8,14.0
104201,11410,2019/3/1 9:26,1,10,14.0
104202,11411,2019/3/1 9:26,1,11,14.0
104203,11416,2019/3/1 9:26,1,16,14.0
104204,11502,2019/3/1 9:26,3,2,15.0
104207,10407,2019/3/1 9:27,1,7,4.0
104208,10422,2019/3/1 9:27,1,22,4.0
104209,10423,2019/3/1 9:27,1,23,4.0
104210,10424,2019/3/1 9:27,1,24,4.0
104211,10506,2019/3/1 9:27,2,6,5.0
104213,10606,2019/3/1 9:27,2,6,6.0
104215,10609,2019/3/1 9:27,2,9,6.0
104217,10706,2019/3/1 9:27,1,6,7.0
104218,10707,2019/3/1 9:27,1,7,7.0
104219,10709,2019/3/1 9:27,2,9,7.0
104221,10721,2019/3/1 9:27,1,21,7.0
104222,10806,2019/3/1 9:27,1,6,8.0
104223,10809,2019/3/1 9:27,1,9,8.0
104224,10823,2019/3/1 9:27,1,23,8.0
104225,10906,2019/3/1 9:27,1,6,9.0
104226,10909,2019/3/1 9:27,2,9,9.0
104228,10921,2019/3/1 9:27,1,21,9.0
104229,10923,2019/3/1 9:27,1,23,9.0
104230,10924,2019/3/1 9:27,1,24,9.0
104231,11006,2019/3/1 9:27,1,6,10.0
104232,11009,2019/3/1 9:27,1,9,10.0
104233,11020,2019/3/1 9:27,1,20,10.0
104234,11021,2019/3/1 9:27,2,21,10.0
104236,11023,2019/3/1 9:27,1,23,10.0
104237,11025,2019/3/1 9:27,1,25,10.0
104238,11106,2019/3/1 9:27,1,6,11.0
104239,11107,2019/3/1 9:27,2,7,11.0
104241,11108,2019/3/1 9:27,1,8,11.0
104242,11109,2019/3/1 9:27,1,9,11.0
104243,11110,2019/3/1 9:27,1,10,11.0
104244,11117,2019/3/1 9:27,1,17,11.0
104245,11118,2019/3/1 9:27,1,18,11.0
104246,11121,2019/3/1 9:27,2,21,11.0
104248,11125,2019/3/1 9:27,1,25,11.0
104249,11206,2019/3/1 9:27,1,6,12.0
104250,11217,2019/3/1 9:27,2,17,12.0
104252,11218,2019/3/1 9:27,1,18,12.0
