time,xy
2019/3/1 10:31,"[10,1,2],[11,1,3],[12,1,7],[13,1,7],[14,1,7],[15,1,6],[16,1,6],[17,1,7],[18,1,6],[19,1,5],[9,2,1],[11,2,6],[15,2,1],[16,2,1],[17,2,1],[19,2,5],[20,2,2],[6,3,1],[7,3,2],[9,3,1],[10,3,4],[16,3,5],[17,3,2],[19,3,4],[20,3,3],[21,3,5],[6,4,1],[7,4,2],[8,4,2],[9,4,10],[10,4,2],[11,4,1],[15,4,2],[16,4,5],[17,4,2],[18,4,2],[19,4,7],[21,4,12],[22,4,8],[23,4,7],[24,4,13],[25,4,21],[7,5,2],[8,5,4],[9,5,14],[10,5,5],[11,5,3],[15,5,2],[16,5,5],[17,5,3],[18,5,2],[19,5,1],[21,5,35],[22,5,11],[23,5,14],[24,5,19],[25,5,54],[6,6,3],[7,6,1],[8,6,2],[9,6,19],[15,6,2],[16,6,4],[17,6,2],[18,6,4],[19,6,1],[21,6,60],[22,6,17],[23,6,17],[24,6,14],[25,6,87],[6,7,2],[7,7,4],[8,7,5],[9,7,17],[15,7,2],[16,7,2],[17,7,5],[18,7,2],[19,7,1],[21,7,76],[22,7,12],[23,7,21],[24,7,13],[25,7,98],[6,8,5],[7,8,1],[8,8,1],[9,8,22],[15,8,7],[16,8,1],[17,8,4],[18,8,9],[19,8,1],[20,8,1],[21,8,82],[22,8,7],[23,8,43],[24,8,10],[25,8,93],[6,9,5],[7,9,3],[9,9,27],[15,9,12],[16,9,1],[17,9,2],[18,9,16],[19,9,1],[21,9,98],[22,9,16],[23,9,63],[24,9,13],[25,9,102],[6,10,2],[7,10,2],[8,10,5],[9,10,26],[10,10,1],[11,10,1],[15,10,10],[16,10,12],[17,10,6],[18,10,17],[19,10,1],[21,10,111],[22,10,20],[23,10,65],[24,10,13],[25,10,107],[6,11,2],[7,11,2],[8,11,3],[9,11,36],[10,11,5],[15,11,2],[16,11,43],[17,11,68],[18,11,5],[21,11,84],[22,11,6],[23,11,45],[24,11,3],[25,11,96],[6,12,4],[7,12,1],[8,12,3],[9,12,7],[10,12,40],[11,12,31],[12,12,18],[13,12,15],[14,12,13],[15,12,9],[16,12,48],[17,12,92],[18,12,23],[19,12,24],[20,12,35],[21,12,85],[22,12,8],[23,12,36],[24,12,5],[25,12,86],[26,12,40],[27,12,11],[4,13,1],[5,13,1],[6,13,1],[7,13,1],[8,13,1],[9,13,5],[10,13,6],[11,13,25],[12,13,47],[13,13,52],[14,13,57],[15,13,59],[16,13,70],[17,13,80],[18,13,82],[19,13,78],[20,13,68],[21,13,43],[22,13,48],[23,13,24],[24,13,49],[25,13,44],[26,13,79],[27,13,100],[28,13,43],[4,14,1],[5,14,1],[6,14,1],[7,14,1],[8,14,2],[10,14,53],[11,14,47],[12,14,31],[13,14,22],[14,14,16],[15,14,18],[16,14,17],[17,14,13],[18,14,12],[19,14,9],[20,14,6],[21,14,5],[22,14,24],[23,14,8],[24,14,22],[25,14,1],[26,14,1],[27,14,39],[28,14,33],[5,15,1],[15,15,2],[17,15,1],[21,15,2],[22,15,3],[23,15,8],[24,15,5],[27,15,13],[28,15,8],"
2019/3/1 10:32,"[19,0,2],[10,1,3],[11,1,3],[12,1,5],[13,1,6],[14,1,8],[15,1,12],[16,1,14],[17,1,15],[18,1,15],[19,1,19],[9,2,1],[10,2,2],[11,2,3],[15,2,2],[16,2,4],[17,2,2],[18,2,1],[19,2,20],[20,2,2],[6,3,2],[7,3,2],[8,3,2],[9,3,4],[10,3,5],[15,3,3],[16,3,2],[17,3,3],[18,3,1],[19,3,14],[20,3,2],[21,3,8],[22,3,1],[23,3,1],[24,3,1],[25,3,1],[6,4,5],[7,4,5],[8,4,5],[9,4,15],[10,4,8],[11,4,5],[15,4,3],[16,4,2],[17,4,2],[18,4,2],[19,4,10],[20,4,1],[21,4,15],[22,4,6],[23,4,11],[24,4,14],[25,4,30],[6,5,8],[7,5,1],[8,5,5],[9,5,22],[10,5,8],[11,5,3],[15,5,6],[16,5,2],[17,5,2],[18,5,3],[19,5,1],[21,5,40],[22,5,20],[23,5,25],[24,5,31],[25,5,92],[6,6,5],[7,6,4],[9,6,23],[15,6,9],[16,6,4],[17,6,4],[18,6,6],[19,6,1],[21,6,80],[22,6,21],[23,6,26],[24,6,27],[25,6,125],[6,7,10],[7,7,1],[8,7,3],[9,7,21],[15,7,13],[16,7,2],[17,7,5],[18,7,11],[19,7,1],[21,7,91],[22,7,15],[23,7,29],[24,7,16],[25,7,129],[6,8,10],[7,8,1],[8,8,3],[9,8,21],[15,8,14],[16,8,2],[17,8,1],[18,8,13],[19,8,1],[21,8,103],[22,8,14],[23,8,56],[24,8,26],[25,8,140],[6,9,4],[7,9,4],[8,9,5],[9,9,21],[15,9,17],[16,9,2],[17,9,3],[18,9,12],[21,9,107],[22,9,15],[23,9,64],[24,9,17],[25,9,139],[6,10,5],[7,10,1],[8,10,4],[9,10,24],[10,10,2],[15,10,4],[16,10,13],[17,10,4],[18,10,17],[21,10,128],[22,10,11],[23,10,79],[24,10,20],[25,10,143],[6,11,3],[7,11,2],[8,11,2],[9,11,24],[10,11,3],[15,11,3],[16,11,55],[17,11,94],[18,11,5],[21,11,116],[22,11,8],[23,11,78],[24,11,13],[25,11,123],[6,12,4],[7,12,2],[8,12,2],[9,12,5],[10,12,22],[11,12,18],[12,12,16],[13,12,18],[14,12,19],[15,12,7],[16,12,55],[17,12,85],[18,12,18],[19,12,24],[20,12,45],[21,12,99],[22,12,13],[23,12,58],[24,12,13],[25,12,100],[26,12,40],[27,12,12],[28,12,2],[0,13,2],[1,13,2],[2,13,1],[3,13,1],[5,13,1],[6,13,2],[7,13,4],[8,13,4],[9,13,6],[10,13,7],[11,13,16],[12,13,42],[13,13,46],[14,13,62],[15,13,76],[16,13,108],[17,13,112],[18,13,74],[19,13,66],[20,13,47],[21,13,37],[22,13,80],[23,13,31],[24,13,70],[25,13,58],[26,13,88],[27,13,113],[28,13,49],[2,14,2],[3,14,1],[4,14,1],[6,14,1],[7,14,1],[8,14,1],[10,14,46],[11,14,56],[12,14,38],[13,14,32],[14,14,21],[15,14,21],[16,14,18],[17,14,12],[18,14,9],[19,14,9],[20,14,5],[21,14,11],[22,14,62],[23,14,10],[24,14,44],[25,14,2],[27,14,56],[28,14,37],[2,15,1],[15,15,2],[17,15,1],[21,15,13],[22,15,14],[23,15,19],[24,15,9],[25,15,1],[27,15,18],[28,15,14],"
2019/3/1 10:33,"[10,1,7],[11,1,6],[12,1,17],[13,1,18],[14,1,18],[15,1,17],[16,1,18],[17,1,18],[18,1,17],[19,1,15],[7,2,1],[9,2,1],[11,2,12],[15,2,1],[16,2,2],[17,2,1],[19,2,13],[20,2,7],[6,3,1],[7,3,3],[8,3,4],[9,3,4],[10,3,11],[15,3,5],[16,3,2],[17,3,1],[18,3,1],[19,3,3],[20,3,5],[21,3,8],[22,3,2],[23,3,2],[24,3,2],[25,3,2],[6,4,3],[7,4,2],[8,4,6],[9,4,18],[10,4,8],[11,4,3],[15,4,5],[16,4,6],[17,4,3],[19,4,3],[20,4,1],[21,4,4],[22,4,4],[23,4,12],[24,4,15],[25,4,30],[6,5,3],[7,5,2],[8,5,2],[9,5,19],[10,5,6],[11,5,2],[15,5,3],[16,5,3],[17,5,3],[18,5,4],[21,5,10],[22,5,4],[23,5,4],[24,5,8],[25,5,56],[6,6,2],[7,6,2],[8,6,2],[9,6,11],[15,6,5],[16,6,4],[17,6,6],[18,6,7],[21,6,26],[22,6,14],[23,6,18],[24,6,22],[25,6,114],[6,7,2],[7,7,1],[8,7,1],[9,7,15],[15,7,9],[16,7,3],[17,7,3],[18,7,14],[21,7,45],[22,7,14],[23,7,20],[24,7,14],[25,7,133],[6,8,4],[7,8,3],[8,8,5],[9,8,12],[15,8,14],[16,8,4],[17,8,1],[18,8,17],[21,8,97],[22,8,17],[23,8,38],[24,8,21],[25,8,143],[6,9,5],[7,9,4],[8,9,3],[9,9,16],[15,9,20],[16,9,6],[17,9,10],[18,9,19],[21,9,111],[22,9,16],[23,9,44],[24,9,14],[25,9,143],[6,10,3],[7,10,1],[8,10,4],[9,10,17],[10,10,2],[11,10,2],[15,10,20],[16,10,21],[17,10,14],[18,10,37],[21,10,119],[22,10,15],[23,10,50],[24,10,24],[25,10,154],[6,11,2],[7,11,2],[8,11,2],[9,11,27],[10,11,8],[11,11,3],[15,11,6],[16,11,30],[17,11,81],[18,11,16],[21,11,129],[22,11,14],[23,11,52],[24,11,9],[25,11,133],[6,12,1],[7,12,3],[8,12,2],[9,12,6],[10,12,27],[11,12,18],[12,12,24],[13,12,19],[14,12,22],[15,12,18],[16,12,24],[17,12,58],[18,12,31],[19,12,37],[20,12,61],[21,12,113],[22,12,16],[23,12,56],[24,12,11],[25,12,122],[26,12,45],[27,12,10],[28,12,1],[0,13,1],[1,13,1],[2,13,2],[3,13,2],[5,13,2],[6,13,2],[7,13,1],[8,13,2],[9,13,3],[10,13,5],[11,13,16],[12,13,26],[13,13,40],[14,13,41],[15,13,63],[16,13,80],[17,13,99],[18,13,100],[19,13,87],[20,13,75],[21,13,49],[22,13,87],[23,13,35],[24,13,78],[25,13,68],[26,13,117],[27,13,129],[28,13,59],[2,14,2],[3,14,2],[4,14,4],[5,14,2],[6,14,1],[10,14,28],[11,14,31],[12,14,22],[13,14,20],[14,14,21],[15,14,16],[16,14,19],[17,14,16],[18,14,14],[19,14,11],[20,14,5],[21,14,11],[22,14,62],[23,14,18],[24,14,39],[25,14,2],[27,14,52],[28,14,39],[4,15,1],[5,15,2],[17,15,1],[21,15,12],[22,15,12],[23,15,11],[24,15,11],[25,15,2],[27,15,15],[28,15,10],"
2019/3/1 10:34,"[10,1,6],[11,1,10],[12,1,15],[13,1,15],[14,1,13],[15,1,11],[16,1,8],[17,1,6],[18,1,6],[19,1,6],[6,2,1],[7,2,1],[10,2,3],[11,2,9],[16,2,1],[19,2,7],[20,2,2],[6,3,1],[8,3,1],[9,3,6],[10,3,10],[11,3,2],[15,3,1],[16,3,1],[17,3,4],[18,3,2],[19,3,2],[21,3,2],[22,3,1],[23,3,1],[24,3,1],[25,3,1],[6,4,2],[7,4,2],[8,4,2],[9,4,22],[10,4,14],[11,4,6],[15,4,1],[16,4,5],[17,4,8],[18,4,3],[19,4,2],[20,4,1],[21,4,2],[22,4,1],[23,4,1],[24,4,1],[25,4,2],[6,5,5],[7,5,1],[8,5,4],[9,5,25],[10,5,15],[11,5,2],[15,5,2],[16,5,8],[17,5,3],[18,5,6],[21,5,1],[25,5,5],[6,6,6],[7,6,1],[8,6,5],[9,6,21],[15,6,4],[16,6,6],[17,6,6],[18,6,9],[21,6,2],[25,6,13],[6,7,3],[7,7,7],[8,7,3],[9,7,22],[15,7,5],[16,7,2],[17,7,3],[18,7,15],[21,7,6],[22,7,2],[23,7,5],[24,7,2],[25,7,76],[6,8,2],[7,8,1],[8,8,5],[9,8,23],[15,8,10],[17,8,2],[18,8,15],[21,8,4],[22,8,5],[23,8,12],[24,8,9],[25,8,136],[6,9,2],[7,9,1],[8,9,5],[9,9,24],[15,9,10],[16,9,5],[17,9,6],[18,9,15],[21,9,41],[22,9,5],[23,9,16],[24,9,7],[25,9,135],[6,10,2],[8,10,3],[9,10,34],[11,10,1],[15,10,5],[16,10,10],[17,10,6],[18,10,19],[21,10,104],[22,10,6],[23,10,24],[24,10,11],[25,10,136],[6,11,3],[7,11,5],[8,11,4],[9,11,42],[10,11,4],[15,11,3],[16,11,9],[17,11,29],[18,11,7],[21,11,126],[22,11,7],[23,11,26],[24,11,7],[25,11,138],[6,12,3],[7,12,1],[9,12,8],[10,12,40],[11,12,38],[12,12,31],[13,12,31],[14,12,27],[15,12,14],[16,12,13],[17,12,27],[18,12,36],[19,12,42],[20,12,59],[21,12,123],[22,12,17],[23,12,32],[24,12,14],[25,12,126],[26,12,49],[27,12,20],[28,12,2],[5,13,4],[6,13,1],[7,13,2],[8,13,3],[9,13,4],[10,13,7],[11,13,16],[12,13,27],[13,13,28],[14,13,36],[15,13,51],[16,13,52],[17,13,74],[18,13,109],[19,13,109],[20,13,86],[21,13,78],[22,13,106],[23,13,37],[24,13,86],[25,13,74],[26,13,107],[27,13,156],[28,13,65],[4,14,3],[5,14,2],[6,14,1],[7,14,2],[8,14,1],[9,14,1],[10,14,20],[11,14,22],[12,14,21],[13,14,21],[14,14,25],[15,14,30],[16,14,29],[17,14,18],[18,14,17],[19,14,9],[20,14,5],[21,14,14],[22,14,71],[23,14,19],[24,14,48],[25,14,1],[27,14,67],[28,14,45],[4,15,2],[15,15,2],[17,15,1],[21,15,6],[22,15,15],[23,15,15],[24,15,14],[25,15,1],[26,15,1],[27,15,28],[28,15,18],"
2019/3/1 10:35,"[10,1,3],[11,1,3],[12,1,6],[13,1,4],[14,1,4],[15,1,4],[16,1,4],[17,1,3],[18,1,3],[19,1,3],[6,2,1],[8,2,2],[9,2,1],[11,2,3],[16,2,2],[17,2,1],[19,2,2],[6,3,1],[7,3,1],[8,3,2],[9,3,4],[10,3,2],[16,3,2],[17,3,3],[19,3,1],[20,3,1],[6,4,1],[8,4,2],[9,4,22],[10,4,7],[11,4,5],[16,4,8],[17,4,2],[18,4,4],[19,4,1],[20,4,1],[21,4,1],[6,5,1],[8,5,2],[9,5,45],[10,5,14],[11,5,7],[15,5,1],[16,5,4],[17,5,3],[18,5,2],[21,5,1],[7,6,2],[8,6,6],[9,6,30],[15,6,5],[16,6,2],[17,6,1],[18,6,5],[21,6,1],[6,7,1],[7,7,3],[8,7,7],[9,7,32],[15,7,6],[17,7,1],[18,7,6],[21,7,1],[23,7,1],[24,7,1],[6,8,4],[7,8,3],[8,8,6],[9,8,34],[15,8,5],[16,8,3],[18,8,5],[21,8,2],[22,8,1],[23,8,2],[24,8,2],[25,8,45],[6,9,3],[7,9,1],[8,9,4],[9,9,37],[15,9,6],[16,9,1],[17,9,5],[18,9,5],[21,9,1],[23,9,2],[25,9,129],[6,10,3],[8,10,7],[9,10,39],[10,10,2],[11,10,1],[15,10,1],[16,10,8],[17,10,1],[18,10,10],[21,10,1],[22,10,3],[23,10,6],[24,10,6],[25,10,135],[6,11,1],[7,11,3],[8,11,2],[9,11,44],[10,11,5],[11,11,1],[15,11,1],[16,11,6],[17,11,26],[18,11,2],[21,11,74],[22,11,4],[23,11,8],[24,11,4],[25,11,136],[9,12,4],[10,12,45],[11,12,36],[12,12,27],[13,12,27],[14,12,18],[15,12,12],[16,12,13],[17,12,25],[18,12,26],[19,12,35],[20,12,51],[21,12,121],[22,12,10],[23,12,9],[24,12,9],[25,12,126],[26,12,53],[27,12,15],[28,12,1],[2,13,3],[5,13,1],[7,13,1],[8,13,2],[9,13,3],[10,13,5],[11,13,14],[12,13,28],[13,13,29],[14,13,40],[15,13,51],[16,13,58],[17,13,62],[18,13,66],[19,13,69],[20,13,81],[21,13,74],[22,13,116],[23,13,24],[24,13,73],[25,13,66],[26,13,121],[27,13,150],[28,13,52],[2,14,2],[3,14,3],[4,14,2],[8,14,1],[9,14,2],[10,14,31],[11,14,29],[12,14,24],[13,14,28],[14,14,34],[15,14,34],[16,14,34],[17,14,27],[18,14,18],[19,14,12],[20,14,5],[21,14,10],[22,14,95],[23,14,17],[24,14,58],[25,14,1],[27,14,67],[28,14,53],[2,15,2],[4,15,1],[5,15,1],[21,15,9],[22,15,7],[23,15,23],[24,15,12],[25,15,1],[27,15,20],[28,15,18],"
2019/3/1 10:36,"[10,1,5],[11,1,4],[12,1,1],[13,1,1],[11,2,2],[16,2,2],[17,2,1],[18,2,1],[8,3,1],[9,3,1],[10,3,2],[16,3,2],[17,3,2],[18,3,2],[6,4,2],[7,4,1],[8,4,2],[9,4,23],[10,4,22],[11,4,8],[16,4,1],[17,4,1],[18,4,4],[6,5,1],[7,5,3],[8,5,4],[9,5,41],[10,5,20],[11,5,10],[15,5,1],[17,5,1],[18,5,2],[6,6,2],[7,6,1],[8,6,6],[9,6,44],[15,6,2],[18,6,4],[6,7,1],[7,7,2],[8,7,1],[9,7,45],[15,7,2],[16,7,2],[18,7,4],[6,8,2],[7,8,1],[8,8,7],[9,8,42],[15,8,3],[16,8,2],[17,8,2],[18,8,3],[23,8,1],[6,9,2],[7,9,2],[8,9,1],[9,9,52],[15,9,6],[16,9,2],[17,9,4],[18,9,5],[21,9,1],[23,9,1],[25,9,32],[7,10,4],[8,10,7],[9,10,44],[10,10,1],[11,10,2],[15,10,4],[16,10,8],[17,10,1],[18,10,9],[21,10,2],[22,10,1],[23,10,4],[24,10,2],[25,10,129],[6,11,3],[7,11,3],[8,11,4],[9,11,54],[10,11,8],[15,11,3],[16,11,4],[17,11,16],[18,11,3],[21,11,3],[22,11,1],[23,11,5],[24,11,2],[25,11,130],[6,12,1],[7,12,1],[8,12,1],[9,12,16],[10,12,51],[11,12,38],[12,12,29],[13,12,23],[14,12,14],[15,12,8],[16,12,3],[17,12,13],[18,12,27],[19,12,41],[20,12,50],[21,12,31],[22,12,8],[23,12,4],[24,12,2],[25,12,133],[26,12,56],[27,12,22],[28,12,3],[3,13,1],[5,13,1],[6,13,1],[7,13,2],[8,13,2],[9,13,2],[10,13,5],[11,13,17],[12,13,29],[13,13,36],[14,13,37],[15,13,46],[16,13,51],[17,13,64],[18,13,51],[19,13,50],[20,13,35],[21,13,34],[22,13,85],[23,13,25],[24,13,59],[25,13,60],[26,13,99],[27,13,157],[28,13,73],[2,14,1],[3,14,2],[4,14,3],[5,14,3],[6,14,1],[7,14,2],[10,14,39],[11,14,43],[12,14,35],[13,14,42],[14,14,39],[15,14,40],[16,14,36],[17,14,28],[18,14,24],[19,14,16],[20,14,4],[21,14,14],[22,14,105],[23,14,27],[24,14,43],[25,14,3],[26,14,1],[27,14,69],[28,14,48],[4,15,1],[5,15,1],[7,15,1],[21,15,19],[22,15,18],[23,15,25],[24,15,16],[25,15,1],[27,15,24],[28,15,23],"
2019/3/1 10:37,"[10,1,3],[11,1,3],[12,1,1],[13,1,1],[14,1,1],[15,1,1],[16,1,1],[17,1,1],[7,2,1],[9,2,2],[11,2,2],[16,2,3],[17,2,1],[6,3,6],[7,3,2],[8,3,2],[9,3,5],[10,3,2],[11,3,2],[17,3,1],[18,3,1],[6,4,3],[7,4,4],[8,4,4],[9,4,30],[10,4,12],[11,4,2],[16,4,4],[17,4,2],[6,5,3],[8,5,3],[9,5,49],[10,5,24],[11,5,8],[15,5,1],[17,5,1],[18,5,2],[6,6,3],[7,6,2],[8,6,5],[9,6,46],[15,6,2],[16,6,1],[17,6,1],[18,6,1],[6,7,5],[7,7,1],[8,7,4],[9,7,50],[15,7,5],[16,7,1],[17,7,1],[18,7,1],[6,8,6],[7,8,2],[8,8,5],[9,8,48],[15,8,6],[16,8,1],[17,8,2],[18,8,1],[6,9,4],[7,9,4],[8,9,3],[9,9,47],[15,9,3],[16,9,1],[18,9,1],[6,10,6],[8,10,10],[9,10,44],[10,10,2],[15,10,3],[16,10,2],[17,10,1],[18,10,1],[21,10,1],[22,10,1],[23,10,2],[24,10,2],[25,10,10],[6,11,3],[7,11,1],[8,11,3],[9,11,48],[10,11,8],[11,11,2],[15,11,3],[16,11,6],[17,11,8],[18,11,1],[21,11,1],[23,11,1],[25,11,131],[6,12,2],[8,12,2],[9,12,5],[10,12,39],[11,12,32],[12,12,30],[13,12,28],[14,12,16],[15,12,13],[16,12,8],[17,12,8],[18,12,6],[19,12,2],[20,12,4],[21,12,5],[22,12,1],[23,12,5],[24,12,3],[25,12,131],[26,12,56],[27,12,16],[28,12,2],[0,13,1],[1,13,1],[5,13,3],[6,13,2],[7,13,2],[8,13,4],[9,13,5],[10,13,8],[11,13,20],[12,13,25],[13,13,28],[14,13,39],[15,13,43],[16,13,43],[17,13,36],[18,13,33],[19,13,26],[20,13,33],[21,13,29],[22,13,42],[23,13,27],[24,13,56],[25,13,52],[26,13,113],[27,13,173],[28,13,64],[3,14,1],[4,14,2],[5,14,1],[6,14,1],[7,14,3],[8,14,3],[9,14,2],[10,14,44],[11,14,43],[12,14,41],[13,14,43],[14,14,39],[15,14,33],[16,14,25],[17,14,16],[18,14,9],[19,14,7],[20,14,2],[21,14,19],[22,14,41],[23,14,33],[24,14,36],[25,14,2],[27,14,65],[28,14,64],[7,15,1],[21,15,9],[22,15,18],[23,15,20],[24,15,6],[25,15,1],[26,15,1],[27,15,29],[28,15,23],"
2019/3/1 10:38,"[10,1,2],[11,1,3],[18,1,1],[19,1,1],[8,2,2],[9,2,1],[10,2,1],[11,2,3],[16,2,2],[19,2,1],[6,3,1],[7,3,1],[8,3,4],[9,3,2],[10,3,4],[15,3,1],[16,3,1],[17,3,1],[20,3,1],[21,3,1],[6,4,4],[7,4,1],[8,4,2],[9,4,36],[10,4,19],[11,4,3],[16,4,3],[17,4,2],[21,4,1],[6,5,6],[7,5,4],[8,5,6],[9,5,64],[10,5,26],[11,5,11],[15,5,1],[16,5,3],[17,5,2],[21,5,1],[6,6,3],[7,6,6],[8,6,8],[9,6,56],[15,6,1],[16,6,2],[17,6,1],[18,6,1],[21,6,1],[6,7,3],[7,7,4],[8,7,4],[9,7,54],[15,7,3],[16,7,2],[17,7,2],[7,8,4],[8,8,10],[9,8,49],[15,8,4],[16,8,2],[6,9,3],[7,9,3],[8,9,3],[9,9,50],[15,9,3],[16,9,2],[17,9,2],[18,9,3],[6,10,3],[7,10,2],[8,10,3],[9,10,48],[10,10,1],[11,10,1],[15,10,4],[16,10,6],[18,10,6],[6,11,2],[7,11,3],[8,11,3],[9,11,46],[10,11,9],[11,11,1],[15,11,1],[16,11,8],[17,11,12],[18,11,3],[25,11,9],[6,12,1],[8,12,1],[9,12,8],[10,12,35],[11,12,17],[12,12,8],[13,12,4],[14,12,1],[15,12,2],[16,12,8],[17,12,15],[18,12,1],[19,12,2],[20,12,3],[21,12,4],[22,12,5],[23,12,5],[24,12,3],[25,12,117],[26,12,59],[27,12,18],[28,12,2],[2,13,1],[3,13,2],[5,13,1],[6,13,1],[9,13,2],[10,13,3],[11,13,17],[12,13,12],[13,13,12],[14,13,11],[15,13,15],[16,13,14],[17,13,15],[18,13,34],[19,13,35],[20,13,36],[21,13,40],[22,13,54],[23,13,26],[24,13,58],[25,13,66],[26,13,113],[27,13,170],[28,13,70],[2,14,2],[3,14,1],[4,14,2],[10,14,26],[11,14,23],[12,14,20],[13,14,12],[14,14,6],[15,14,7],[16,14,8],[17,14,7],[18,14,7],[19,14,8],[20,14,3],[21,14,9],[22,14,36],[23,14,15],[24,14,31],[25,14,1],[27,14,84],[28,14,60],[2,15,2],[4,15,1],[17,15,1],[21,15,7],[22,15,13],[23,15,19],[24,15,12],[25,15,1],[26,15,1],[27,15,24],[28,15,28],"
2019/3/1 10:39,"[10,1,1],[11,1,1],[6,2,2],[7,2,2],[8,2,2],[9,2,4],[11,2,1],[16,2,2],[6,3,3],[7,3,5],[8,3,1],[9,3,5],[10,3,1],[11,3,1],[16,3,3],[17,3,1],[6,4,3],[7,4,4],[8,4,3],[9,4,28],[10,4,19],[11,4,7],[15,4,1],[16,4,3],[17,4,1],[18,4,1],[6,5,3],[7,5,2],[8,5,6],[9,5,66],[10,5,35],[11,5,12],[16,5,1],[17,5,2],[18,5,4],[6,6,3],[7,6,2],[8,6,5],[9,6,49],[15,6,1],[16,6,2],[17,6,1],[18,6,3],[6,7,1],[7,7,2],[8,7,7],[9,7,38],[15,7,4],[16,7,3],[17,7,3],[18,7,4],[21,7,1],[6,8,2],[7,8,3],[8,8,3],[9,8,31],[15,8,3],[16,8,2],[17,8,2],[18,8,8],[21,8,1],[6,9,2],[7,9,3],[8,9,1],[9,9,28],[15,9,6],[17,9,2],[18,9,6],[21,9,1],[7,10,1],[8,10,3],[9,10,20],[10,10,3],[11,10,3],[15,10,1],[16,10,3],[17,10,3],[18,10,9],[21,10,1],[6,11,1],[7,11,2],[8,11,3],[9,11,30],[10,11,10],[11,11,2],[15,11,1],[16,11,2],[17,11,16],[18,11,3],[21,11,1],[8,12,1],[9,12,5],[10,12,12],[11,12,5],[12,12,7],[13,12,8],[14,12,9],[15,12,1],[16,12,4],[17,12,17],[18,12,4],[19,12,8],[20,12,9],[21,12,6],[22,12,2],[23,12,6],[24,12,3],[25,12,2],[26,12,38],[27,12,15],[0,13,1],[1,13,1],[3,13,2],[4,13,2],[5,13,1],[9,13,1],[10,13,6],[11,13,8],[12,13,13],[13,13,13],[14,13,14],[15,13,18],[16,13,15],[17,13,26],[18,13,39],[19,13,35],[20,13,33],[21,13,40],[22,13,53],[23,13,30],[24,13,55],[25,13,56],[26,13,106],[27,13,160],[28,13,61],[2,14,4],[3,14,3],[4,14,3],[5,14,1],[10,14,10],[11,14,10],[12,14,4],[13,14,4],[14,14,4],[15,14,1],[16,14,3],[17,14,3],[18,14,6],[19,14,4],[20,14,3],[21,14,6],[22,14,27],[23,14,20],[24,14,24],[25,14,1],[27,14,76],[28,14,56],[2,15,3],[4,15,1],[21,15,9],[22,15,15],[23,15,10],[24,15,4],[27,15,23],[28,15,21],"
2019/3/1 10:40,"[10,1,4],[11,1,4],[7,2,1],[10,2,1],[11,2,2],[15,2,1],[16,2,2],[6,3,2],[7,3,4],[8,3,2],[9,3,4],[10,3,2],[11,3,1],[15,3,1],[16,3,1],[17,3,5],[18,3,1],[6,4,4],[7,4,3],[8,4,8],[9,4,21],[10,4,9],[11,4,7],[15,4,2],[16,4,3],[17,4,6],[6,5,4],[7,5,2],[8,5,8],[9,5,35],[10,5,17],[11,5,6],[15,5,3],[16,5,3],[17,5,3],[18,5,2],[6,6,3],[7,6,4],[8,6,9],[9,6,19],[15,6,5],[16,6,5],[17,6,1],[18,6,6],[6,7,8],[7,7,4],[8,7,4],[9,7,23],[15,7,2],[16,7,1],[17,7,4],[18,7,6],[6,8,6],[7,8,4],[8,8,10],[9,8,20],[15,8,5],[17,8,3],[18,8,5],[6,9,5],[7,9,5],[8,9,4],[9,9,18],[15,9,4],[16,9,1],[17,9,2],[18,9,8],[6,10,8],[7,10,4],[8,10,6],[9,10,18],[10,10,1],[11,10,1],[15,10,4],[16,10,6],[17,10,2],[18,10,10],[6,11,5],[7,11,4],[8,11,4],[9,11,24],[10,11,7],[11,11,2],[15,11,1],[16,11,5],[17,11,20],[18,11,2],[6,12,2],[8,12,2],[9,12,4],[10,12,19],[11,12,13],[12,12,11],[13,12,10],[14,12,7],[15,12,6],[16,12,4],[17,12,19],[18,12,4],[19,12,7],[20,12,10],[21,12,7],[22,12,6],[23,12,6],[24,12,5],[25,12,3],[26,12,1],[27,12,4],[28,12,1],[0,13,4],[1,13,4],[3,13,2],[4,13,1],[5,13,1],[6,13,2],[7,13,2],[8,13,3],[9,13,5],[10,13,7],[11,13,8],[12,13,4],[13,13,3],[14,13,9],[15,13,12],[16,13,16],[17,13,18],[18,13,31],[19,13,35],[20,13,40],[21,13,53],[22,13,61],[23,13,41],[24,13,72],[25,13,78],[26,13,67],[27,13,95],[28,13,61],[2,14,4],[3,14,3],[4,14,2],[6,14,1],[10,14,10],[11,14,10],[12,14,4],[13,14,7],[14,14,5],[15,14,11],[16,14,10],[17,14,10],[18,14,8],[19,14,6],[20,14,7],[21,14,3],[22,14,26],[23,14,13],[24,14,21],[25,14,1],[26,14,1],[27,14,84],[28,14,60],[15,15,1],[21,15,3],[22,15,5],[23,15,5],[24,15,6],[26,15,1],[27,15,29],[28,15,18],"
